mascot,vs,opponent,date,time,timezone,chanceToWin
kings,vs.,Oilers,2/24/2018,7:00 PM,PT,57
kings,vs.,Golden Knights,2/26/2018,7:30 PM,PT,67
kings,vs.,Blue Jackets,3/1/2018,7:30 PM,PT,58
kings,vs.,Blackhawks,3/3/2018,1:00 PM,PT,57
kings,vs.,Capitals,3/8/2018,7:30 PM,PT,42
kings,vs.,Blues,3/10/2018,1:00 PM,PT,41
kings,vs.,Canucks,3/12/2018,7:30 PM,PT,58
kings,vs.,Red Wings,3/15/2018,7:30 PM,PT,52
kings,vs.,Devils,3/17/2018,1:00 PM,PT,52
kings,vs.,Flames,3/26/2018,7:30 PM,PT,63
kings,vs.,Coyotes,3/29/2018,7:30 PM,PT,56
kings,vs.,Avalanche,4/2/2018,7:30 PM,PT,42
kings,vs.,Wild,4/5/2018,7:30 PM,PT,50
kings,vs.,Stars,4/7/2018,7:30 PM,PT,51
kings,@,Lightning,2/10/2018,7:00 PM,ET,46
kings,@,Maple Leafs,10/23/2017,7:00 PM,ET,61
kings,@,Oilers,1/2/2018,7:00 PM,MT,57
kings,@,Oilers,3/24/2018,8:00 PM,MT,57
kings,@,Panthers,2/9/2018,7:30 PM,ET,62
kings,@,Penguins,2/15/2018,7:00 PM,ET,43
kings,@,Predators,2/1/2018,7:00 PM,CT,50
kings,@,Rangers,12/15/2017,7:00 PM,ET,47
kings,@,Red Wings,11/28/2017,7:30 PM,ET,52
kings,@,Sabres,2/17/2018,1:00 PM,ET,57
kings,@,Senators,10/24/2017,7:30 PM,ET,46
kings,@,Sharks,10/7/2017,7:30 PM,PT,46
kings,@,Sharks,12/23/2017,7:00 PM,PT,46
kings,@,Stars,1/30/2018,7:30 PM,CT,51
kings,@,Wild,3/19/2018,7:00 PM,CT,50
wild,@,Avalanche,1/6/2018,1:00 PM,MT,44
wild,@,Avalanche,3/2/2018,7:00 PM,MT,44
wild,@,Blackhawks,10/12/2017,7:30 PM,CT,59
wild,@,Blackhawks,12/17/2017,6:00 PM,CT,59
wild,@,Blackhawks,1/10/2018,7:00 PM,CT,59
wild,@,Blue Jackets,1/30/2018,7:00 PM,ET,60
wild,@,Blues,11/25/2017,7:00 PM,CT,43
wild,@,Blues,2/6/2018,7:00 PM,CT,43
wild,@,Bruins,11/6/2017,7:00 PM,ET,60
wild,@,Canadiens,11/9/2017,7:30 PM,ET,49
wild,@,Canucks,3/9/2018,7:00 PM,PT,60
wild,@,Capitals,11/18/2017,7:30 PM,ET,44
wild,@,Coyotes,3/1/2018,7:00 PM,MT,58
wild,@,Coyotes,3/17/2018,6:00 PM,MT,58
wild,@,Devils,2/22/2018,7:00 PM,ET,54
wild,@,Ducks,12/8/2017,7:00 PM,PT,44
wild,@,Ducks,4/4/2018,7:00 PM,PT,44
wild,@,Flames,10/21/2017,8:00 PM,MT,65
wild,@,Flyers,11/11/2017,7:00 PM,ET,53
wild,@,Golden Knights,3/16/2018,7:30 PM,MT,69
wild,@,Hurricanes,10/7/2017,7:00 PM,ET,55
wild,@,Islanders,2/19/2018,1:00 PM,ET,64
wild,@,Jets,10/20/2017,7:00 PM,CT,56
wild,@,Jets,11/27/2017,7:00 PM,CT,56
wild,@,Kings,12/5/2017,7:30 PM,PT,53
wild,@,Kings,4/5/2018,7:30 PM,PT,53
wild,@,Lightning,12/23/2017,7:00 PM,ET,48
wild,@,Maple Leafs,11/8/2017,7:30 PM,ET,63
wild,@,Oilers,3/10/2018,8:00 PM,MT,59
wild,@,Panthers,12/22/2017,7:30 PM,ET,64
wild,@,Penguins,1/25/2018,7:00 PM,ET,45
wild,@,Predators,12/30/2017,7:00 PM,CT,52
wild,@,Predators,3/27/2018,7:00 PM,CT,52
wild,@,Rangers,2/23/2018,7:00 PM,ET,49
wild,@,Red Wings,10/5/2017,7:30 PM,ET,54
wild,@,Sabres,11/22/2017,7:00 PM,ET,59
wild,@,Senators,12/19/2017,7:30 PM,ET,48
wild,@,Sharks,12/10/2017,6:00 PM,PT,48
wild,@,Sharks,4/7/2018,7:30 PM,PT,48
wild,@,Stars,2/3/2018,7:00 PM,CT,53
wild,@,Stars,3/31/2018,7:00 PM,CT,53
wild,vs.,Blue Jackets,10/14/2017,7:00 PM,CT,60
wild,vs.,Canucks,10/24/2017,7:00 PM,CT,60
wild,vs.,Islanders,10/26/2017,7:00 PM,CT,64
wild,vs.,Penguins,10/28/2017,7:00 PM,CT,45
wild,vs.,Jets,10/31/2017,7:00 PM,CT,56
wild,vs.,Canadiens,11/2/2017,7:00 PM,CT,49
wild,vs.,Blackhawks,11/4/2017,7:00 PM,CT,59
wild,vs.,Flyers,11/14/2017,7:00 PM,CT,53
wild,vs.,Predators,11/16/2017,7:00 PM,CT,52
wild,vs.,Devils,11/20/2017,7:00 PM,CT,54
wild,vs.,Avalanche,11/24/2017,3:00 PM,CT,44
wild,vs.,Golden Knights,11/30/2017,7:00 PM,CT,69
wild,vs.,Blues,12/2/2017,5:00 PM,CT,43
wild,vs.,Flames,12/12/2017,7:00 PM,CT,65
wild,vs.,Maple Leafs,12/14/2017,7:00 PM,CT,63
wild,vs.,Oilers,12/16/2017,1:00 PM,CT,59
wild,vs.,Stars,12/27/2017,7:00 PM,CT,53
wild,vs.,Predators,12/29/2017,7:00 PM,CT,52
wild,vs.,Panthers,1/2/2018,7:00 PM,CT,64
wild,vs.,Sabres,1/4/2018,7:00 PM,CT,59
wild,vs.,Flames,1/9/2018,7:00 PM,CT,65
wild,vs.,Jets,1/13/2018,6:00 PM,CT,56
wild,vs.,Canucks,1/14/2018,6:00 PM,CT,60
wild,vs.,Lightning,1/20/2018,8:00 PM,CT,48
wild,vs.,Senators,1/22/2018,7:00 PM,CT,48
wild,vs.,Golden Knights,2/2/2018,7:00 PM,CT,69
wild,vs.,Coyotes,2/8/2018,7:00 PM,CT,58
wild,vs.,Blackhawks,2/10/2018,7:00 PM,CT,59
wild,vs.,Rangers,2/13/2018,7:00 PM,CT,49
wild,vs.,Capitals,2/15/2018,7:00 PM,CT,44
wild,vs.,Ducks,2/17/2018,1:00 PM,CT,44
wild,vs.,Sharks,2/25/2018,7:00 PM,CT,48
wild,vs.,Blues,2/27/2018,7:00 PM,CT,43
wild,vs.,Red Wings,3/4/2018,6:30 PM,CT,54
wild,vs.,Hurricanes,3/6/2018,7:00 PM,CT,55
wild,vs.,Avalanche,3/13/2018,7:00 PM,CT,44
wild,vs.,Kings,3/19/2018,7:00 PM,CT,53
wild,vs.,Predators,3/24/2018,7:00 PM,CT,52
wild,vs.,Bruins,3/25/2018,6:30 PM,CT,60
wild,vs.,Stars,3/29/2018,7:00 PM,CT,53
wild,vs.,Oilers,4/2/2018,7:00 PM,CT,59
canadians,@,Avalanche,2/14/2018,7:30 PM,MT,50
canadians,@,Blackhawks,11/5/2017,6:00 PM,CT,65
canadians,@,Blue Jackets,3/12/2018,7:00 PM,ET,66
canadians,@,Blues,1/30/2018,7:00 PM,CT,49
canadians,@,Bruins,1/17/2018,7:30 PM,ET,66
canadians,@,Bruins,3/3/2018,5:00 PM,ET,66
canadians,vs.,Blackhawks,10/10/2017,7:30 PM,ET,65
canadians,vs.,Maple Leafs,10/14/2017,7:00 PM,ET,69
canadians,vs.,Panthers,10/24/2017,7:30 PM,ET,70
canadians,vs.,Kings,10/26/2017,7:30 PM,ET,59
canadians,vs.,Rangers,10/28/2017,7:00 PM,ET,55
canadians,vs.,Golden Knights,11/7/2017,7:30 PM,ET,75
canadians,vs.,Wild,11/9/2017,7:30 PM,ET,58
canadians,vs.,Sabres,11/11/2017,7:00 PM,ET,65
canadians,vs.,Blue Jackets,11/14/2017,7:30 PM,ET,66
canadians,vs.,Coyotes,11/16/2017,7:30 PM,ET,64
canadians,vs.,Maple Leafs,11/18/2017,7:00 PM,ET,69
canadians,vs.,Sabres,11/25/2017,7:00 PM,ET,65
canadians,vs.,Blue Jackets,11/27/2017,7:30 PM,ET,66
canadians,vs.,Senators,11/29/2017,7:30 PM,ET,54
canadians,vs.,Red Wings,12/2/2017,7:00 PM,ET,60
canadians,vs.,Blues,12/5/2017,7:30 PM,ET,49
canadians,vs.,Flames,12/7/2017,7:30 PM,ET,71
canadians,vs.,Oilers,12/9/2017,7:00 PM,ET,65
canadians,vs.,Devils,12/14/2017,7:30 PM,ET,60
canadians,vs.,Sharks,1/2/2018,7:30 PM,ET,54
canadians,vs.,Lightning,1/4/2018,7:30 PM,ET,54
canadians,vs.,Canucks,1/7/2018,7:00 PM,ET,66
canadians,vs.,Bruins,1/13/2018,7:00 PM,ET,66
canadians,vs.,Islanders,1/15/2018,7:30 PM,ET,70
canadians,vs.,Bruins,1/20/2018,7:00 PM,ET,66
canadians,vs.,Avalanche,1/23/2018,7:30 PM,ET,50
canadians,vs.,Hurricanes,1/25/2018,7:30 PM,ET,61
canadians,vs.,Ducks,2/3/2018,1:00 PM,ET,50
canadians,vs.,Senators,2/4/2018,1:00 PM,ET,54
canadians,vs.,Predators,2/10/2018,7:00 PM,ET,58
canadians,vs.,Rangers,2/22/2018,7:30 PM,ET,55
canadians,vs.,Lightning,2/24/2018,7:00 PM,ET,54
canadians,vs.,Flyers,2/26/2018,7:30 PM,ET,59
canadians,vs.,Islanders,2/28/2018,7:00 PM,ET,70
canadians,vs.,Stars,3/13/2018,7:30 PM,ET,59
canadians,vs.,Penguins,3/15/2018,7:30 PM,ET,51
canadians,vs.,Panthers,3/19/2018,7:30 PM,ET,70
canadians,vs.,Capitals,3/24/2018,7:00 PM,ET,50
canadians,vs.,Red Wings,3/26/2018,7:30 PM,ET,60
canadians,vs.,Devils,4/1/2018,7:00 PM,ET,60
canadians,vs.,Jets,4/3/2018,7:30 PM,ET,62
canadians,@,Canucks,12/19/2017,7:00 PM,PT,66
canadians,@,Capitals,10/7/2017,7:00 PM,ET,50
canadians,@,Capitals,1/19/2018,7:30 PM,ET,50
canadians,@,Coyotes,2/15/2018,7:00 PM,MT,64
canadians,@,Devils,3/6/2018,7:00 PM,ET,60
canadians,@,Ducks,10/20/2017,7:00 PM,PT,50
canadians,@,Flames,12/22/2017,7:00 PM,MT,71
canadians,@,Flyers,2/8/2018,7:00 PM,ET,59
canadians,@,Flyers,2/20/2018,7:00 PM,ET,59
canadians,@,Golden Knights,2/17/2018,4:00 PM,MT,75
canadians,@,Hurricanes,12/27/2017,7:00 PM,ET,61
canadians,@,Hurricanes,2/1/2018,7:00 PM,ET,61
canadians,@,Islanders,3/2/2018,7:00 PM,ET,70
canadians,@,Jets,11/4/2017,6:00 PM,CT,62
canadians,@,Kings,10/18/2017,7:30 PM,PT,59
canadians,@,Lightning,12/28/2017,7:30 PM,ET,54
canadians,@,Lightning,3/10/2018,1:00 PM,ET,54
canadians,@,Maple Leafs,3/17/2018,7:00 PM,ET,69
canadians,@,Maple Leafs,4/7/2018,7:00 PM,ET,69
canadians,@,Oilers,12/23/2017,5:00 PM,MT,65
canadians,@,Panthers,12/30/2017,7:00 PM,ET,70
canadians,@,Panthers,3/8/2018,7:30 PM,ET,70
canadians,@,Penguins,3/21/2018,7:00 PM,ET,51
canadians,@,Penguins,3/31/2018,7:00 PM,ET,51
canadians,@,Predators,11/22/2017,7:00 PM,CT,58
canadians,@,Rangers,10/8/2017,7:00 PM,ET,55
canadians,@,Red Wings,11/30/2017,7:30 PM,ET,60
canadians,@,Red Wings,4/5/2018,7:30 PM,ET,60
canadians,@,Sabres,10/5/2017,7:00 PM,ET,65
canadians,@,Sabres,3/23/2018,7:00 PM,ET,65
canadians,@,Senators,10/30/2017,7:30 PM,ET,54
canadians,@,Senators,12/16/2017,7:00 PM,ET,54
canadians,@,Sharks,10/17/2017,7:30 PM,PT,54
canadians,@,Stars,11/21/2017,7:30 PM,CT,59
canadians,@,Wild,11/2/2017,7:00 PM,CT,58
devils,@,Avalanche,12/1/2017,7:00 PM,MT,40
devils,@,Blackhawks,11/12/2017,6:00 PM,CT,55
devils,@,Blue Jackets,12/5/2017,7:00 PM,ET,56
devils,@,Blue Jackets,2/10/2018,7:00 PM,ET,56
devils,@,Blues,1/2/2018,7:00 PM,CT,39
devils,@,Bruins,1/23/2018,7:00 PM,ET,56
devils,@,Canadiens,12/14/2017,7:30 PM,ET,45
devils,@,Canadiens,4/1/2018,7:00 PM,ET,45
devils,@,Canucks,11/1/2017,7:00 PM,PT,56
devils,@,Capitals,12/30/2017,7:00 PM,ET,40
devils,@,Capitals,4/7/2018,7:00 PM,ET,40
devils,@,Coyotes,12/2/2017,6:00 PM,MT,54
devils,vs.,Avalanche,10/7/2017,7:00 PM,ET,40
devils,vs.,Capitals,10/13/2017,7:00 PM,ET,40
devils,vs.,Lightning,10/17/2017,7:00 PM,ET,44
devils,vs.,Sharks,10/20/2017,7:00 PM,ET,44
devils,vs.,Senators,10/27/2017,7:00 PM,ET,44
devils,vs.,Coyotes,10/28/2017,7:00 PM,ET,54
devils,vs.,Blues,11/7/2017,7:00 PM,ET,39
devils,vs.,Oilers,11/9/2017,7:00 PM,ET,55
devils,vs.,Panthers,11/11/2017,7:00 PM,ET,60
devils,vs.,Bruins,11/22/2017,7:00 PM,ET,56
devils,vs.,Canucks,11/24/2017,7:00 PM,ET,56
devils,vs.,Panthers,11/27/2017,7:00 PM,ET,60
devils,vs.,Blue Jackets,12/8/2017,7:00 PM,ET,56
devils,vs.,Kings,12/12/2017,7:00 PM,ET,49
devils,vs.,Stars,12/15/2017,7:00 PM,ET,49
devils,vs.,Ducks,12/18/2017,7:00 PM,ET,40
devils,vs.,Rangers,12/21/2017,7:00 PM,ET,45
devils,vs.,Blackhawks,12/23/2017,7:00 PM,ET,55
devils,vs.,Red Wings,12/27/2017,7:00 PM,ET,50
devils,vs.,Sabres,12/29/2017,7:00 PM,ET,55
devils,vs.,Flyers,1/13/2018,7:00 PM,ET,49
devils,vs.,Capitals,1/18/2018,7:00 PM,ET,40
devils,vs.,Red Wings,1/22/2018,7:00 PM,ET,50
devils,vs.,Predators,1/25/2018,7:00 PM,ET,48
devils,vs.,Flyers,2/1/2018,7:00 PM,ET,49
devils,vs.,Penguins,2/3/2018,7:00 PM,ET,41
devils,vs.,Flames,2/8/2018,7:00 PM,ET,61
devils,vs.,Bruins,2/11/2018,7:00 PM,ET,56
devils,vs.,Hurricanes,2/15/2018,7:00 PM,ET,51
devils,vs.,Blue Jackets,2/20/2018,7:00 PM,ET,56
devils,vs.,Wild,2/22/2018,7:00 PM,ET,48
devils,vs.,Islanders,2/24/2018,7:00 PM,ET,60
devils,vs.,Golden Knights,3/4/2018,5:00 PM,ET,65
devils,vs.,Canadiens,3/6/2018,7:00 PM,ET,45
devils,vs.,Jets,3/8/2018,7:00 PM,ET,52
devils,vs.,Lightning,3/24/2018,7:00 PM,ET,44
devils,vs.,Hurricanes,3/27/2018,7:00 PM,ET,51
devils,vs.,Penguins,3/29/2018,7:00 PM,ET,41
devils,vs.,Islanders,3/31/2018,7:00 PM,ET,60
devils,vs.,Rangers,4/3/2018,7:00 PM,ET,45
devils,vs.,Maple Leafs,4/5/2018,7:00 PM,ET,59
devils,@,Ducks,3/18/2018,6:00 PM,PT,40
devils,@,Flames,11/5/2017,7:00 PM,MT,61
devils,@,Flyers,1/20/2018,1:00 PM,ET,49
devils,@,Flyers,2/13/2018,7:00 PM,ET,49
devils,@,Golden Knights,3/14/2018,7:00 PM,MT,65
devils,@,Hurricanes,2/18/2018,5:00 PM,ET,51
devils,@,Hurricanes,3/2/2018,7:30 PM,ET,51
devils,@,Islanders,1/7/2018,1:00 PM,ET,60
devils,@,Islanders,1/16/2018,7:00 PM,ET,60
devils,@,Jets,11/18/2017,2:00 PM,CT,52
devils,@,Kings,3/17/2018,1:00 PM,PT,49
devils,@,Lightning,2/17/2018,7:00 PM,ET,44
devils,@,Maple Leafs,10/11/2017,7:30 PM,ET,59
devils,@,Maple Leafs,11/16/2017,7:00 PM,ET,59
devils,@,Oilers,11/3/2017,7:00 PM,MT,55
devils,@,Panthers,3/1/2018,7:30 PM,ET,60
devils,@,Penguins,2/27/2018,7:00 PM,ET,41
devils,@,Penguins,3/23/2018,7:00 PM,ET,41
devils,@,Predators,3/10/2018,7:00 PM,CT,48
devils,@,Rangers,10/14/2017,7:00 PM,ET,45
devils,@,Rangers,12/9/2017,7:00 PM,ET,45
devils,@,Red Wings,11/25/2017,7:00 PM,ET,50
devils,@,Sabres,10/9/2017,3:00 PM,ET,55
devils,@,Sabres,1/30/2018,7:00 PM,ET,55
devils,@,Senators,10/19/2017,7:30 PM,ET,44
devils,@,Senators,2/6/2018,7:30 PM,ET,44
devils,@,Sharks,3/20/2018,7:30 PM,PT,44
devils,@,Stars,1/4/2018,7:30 PM,CT,49
devils,@,Wild,11/20/2017,7:00 PM,CT,48
predators,@,Avalanche,3/4/2018,1:00 PM,MT,44
predators,@,Avalanche,3/16/2018,7:00 PM,MT,44
predators,@,Blackhawks,10/14/2017,7:30 PM,CT,59
predators,@,Blackhawks,10/27/2017,7:30 PM,CT,59
predators,@,Blue Jackets,11/7/2017,7:00 PM,ET,60
predators,@,Blues,11/24/2017,7:00 PM,CT,43
predators,@,Blues,12/27/2017,7:00 PM,CT,43
predators,@,Bruins,10/5/2017,7:00 PM,ET,60
predators,@,Canadiens,2/10/2018,7:00 PM,ET,49
predators,@,Canucks,12/13/2017,7:00 PM,PT,60
predators,@,Canucks,3/2/2018,7:00 PM,PT,60
predators,@,Capitals,4/5/2018,7:00 PM,ET,44
predators,@,Coyotes,1/4/2018,7:00 PM,MT,58
predators,@,Coyotes,3/15/2018,7:00 PM,MT,58
predators,@,Devils,1/25/2018,7:00 PM,ET,54
predators,@,Ducks,11/3/2017,7:00 PM,PT,44
predators,@,Flames,12/16/2017,8:00 PM,MT,65
predators,@,Flyers,10/19/2017,7:00 PM,ET,53
predators,@,Golden Knights,1/2/2018,7:00 PM,MT,69
predators,@,Hurricanes,11/26/2017,1:00 PM,ET,55
predators,@,Islanders,2/5/2018,7:00 PM,ET,64
predators,@,Jets,2/27/2018,7:00 PM,CT,56
predators,@,Jets,3/25/2018,6:00 PM,CT,56
predators,@,Kings,11/4/2017,7:30 PM,PT,53
predators,@,Kings,1/6/2018,7:30 PM,PT,53
predators,@,Lightning,4/1/2018,6:00 PM,ET,48
predators,@,Maple Leafs,2/7/2018,7:30 PM,ET,63
predators,@,Oilers,12/14/2017,7:00 PM,MT,59
predators,@,Oilers,3/1/2018,7:00 PM,MT,59
predators,@,Panthers,4/3/2018,7:30 PM,ET,64
predators,@,Penguins,10/7/2017,7:00 PM,ET,45
predators,vs.,Flyers,10/10/2017,7:00 PM,CT,53
predators,vs.,Stars,10/12/2017,7:00 PM,CT,53
predators,vs.,Avalanche,10/17/2017,7:00 PM,CT,44
predators,vs.,Flames,10/24/2017,7:00 PM,CT,65
predators,vs.,Islanders,10/28/2017,7:00 PM,CT,64
predators,vs.,Penguins,11/11/2017,7:00 PM,CT,45
predators,vs.,Capitals,11/14/2017,7:00 PM,CT,44
predators,vs.,Avalanche,11/18/2017,7:00 PM,CT,44
predators,vs.,Jets,11/20/2017,7:00 PM,CT,56
predators,vs.,Canadiens,11/22/2017,7:00 PM,CT,49
predators,vs.,Blackhawks,11/28/2017,7:00 PM,CT,59
predators,vs.,Canucks,11/30/2017,7:00 PM,CT,60
predators,vs.,Ducks,12/2/2017,7:00 PM,CT,44
predators,vs.,Bruins,12/4/2017,7:00 PM,CT,60
predators,vs.,Golden Knights,12/8/2017,7:00 PM,CT,69
predators,vs.,Jets,12/19/2017,7:00 PM,CT,56
predators,vs.,Hurricanes,12/21/2017,7:00 PM,CT,55
predators,vs.,Wild,12/30/2017,7:00 PM,CT,52
predators,vs.,Oilers,1/9/2018,7:00 PM,CT,59
predators,vs.,Golden Knights,1/16/2018,7:00 PM,CT,69
predators,vs.,Coyotes,1/18/2018,7:00 PM,CT,58
predators,vs.,Panthers,1/20/2018,7:00 PM,CT,64
predators,vs.,Lightning,1/23/2018,7:00 PM,CT,48
predators,vs.,Blackhawks,1/30/2018,7:00 PM,CT,59
predators,vs.,Kings,2/1/2018,7:00 PM,CT,53
predators,vs.,Rangers,2/3/2018,7:00 PM,CT,49
predators,vs.,Blues,2/13/2018,7:00 PM,CT,43
predators,vs.,Flames,2/15/2018,7:00 PM,CT,65
predators,vs.,Red Wings,2/17/2018,7:00 PM,CT,54
predators,vs.,Senators,2/19/2018,7:00 PM,CT,48
predators,vs.,Sharks,2/22/2018,7:00 PM,CT,48
predators,vs.,Blues,2/25/2018,5:00 PM,CT,43
predators,vs.,Stars,3/6/2018,7:00 PM,CT,53
predators,vs.,Ducks,3/8/2018,7:00 PM,CT,44
predators,vs.,Devils,3/10/2018,7:00 PM,CT,54
predators,vs.,Jets,3/13/2018,7:00 PM,CT,56
predators,vs.,Maple Leafs,3/22/2018,7:00 PM,CT,63
predators,vs.,Wild,3/27/2018,7:00 PM,CT,52
predators,vs.,Sharks,3/29/2018,7:00 PM,CT,48
predators,vs.,Sabres,3/31/2018,7:00 PM,CT,59
predators,vs.,Blue Jackets,4/7/2018,7:00 PM,CT,60
predators,@,Rangers,10/21/2017,1:00 PM,ET,49
predators,@,Red Wings,2/20/2018,7:30 PM,ET,54
predators,@,Sabres,3/19/2018,7:00 PM,ET,59
predators,@,Senators,2/8/2018,7:30 PM,ET,48
predators,@,Sharks,11/1/2017,7:30 PM,PT,48
predators,@,Stars,12/5/2017,7:30 PM,CT,53
predators,@,Stars,12/23/2017,7:00 PM,CT,53
predators,@,Wild,11/16/2017,7:00 PM,CT,52
predators,@,Wild,12/29/2017,7:00 PM,CT,52
predators,@,Wild,3/24/2018,7:00 PM,CT,52
islanders,@,Avalanche,12/31/2017,6:00 PM,MT,20
islanders,@,Blackhawks,1/20/2018,7:30 PM,CT,35
islanders,@,Blue Jackets,10/6/2017,7:00 PM,ET,36
islanders,@,Blue Jackets,12/14/2017,7:00 PM,ET,36
islanders,@,Blues,11/11/2017,7:00 PM,CT,19
islanders,@,Bruins,12/9/2017,7:00 PM,ET,36
islanders,@,Canadiens,1/15/2018,7:30 PM,ET,25
islanders,@,Canadiens,2/28/2018,7:00 PM,ET,25
islanders,@,Canucks,3/5/2018,7:00 PM,PT,36
islanders,@,Capitals,11/2/2017,7:00 PM,ET,20
islanders,@,Capitals,3/16/2018,7:00 PM,ET,20
islanders,@,Coyotes,1/22/2018,7:00 PM,MT,34
islanders,@,Devils,2/24/2018,7:00 PM,ET,30
islanders,@,Devils,3/31/2018,7:00 PM,ET,30
islanders,@,Ducks,10/11/2017,7:00 PM,PT,20
islanders,@,Flames,3/11/2018,5:00 PM,MT,41
islanders,@,Flyers,11/24/2017,4:00 PM,ET,29
islanders,@,Flyers,1/4/2018,7:00 PM,ET,29
islanders,@,Golden Knights,1/25/2018,7:00 PM,MT,45
islanders,@,Hurricanes,11/19/2017,5:00 PM,ET,31
islanders,@,Hurricanes,2/16/2018,7:30 PM,ET,31
islanders,vs.,Sabres,10/7/2017,7:00 PM,ET,35
islanders,vs.,Blues,10/9/2017,1:00 PM,ET,19
islanders,vs.,Sharks,10/21/2017,7:00 PM,ET,24
islanders,vs.,Coyotes,10/24/2017,7:00 PM,ET,34
islanders,vs.,Golden Knights,10/30/2017,7:00 PM,ET,45
islanders,vs.,Avalanche,11/5/2017,6:00 PM,ET,20
islanders,vs.,Oilers,11/7/2017,7:00 PM,ET,35
islanders,vs.,Hurricanes,11/16/2017,7:00 PM,ET,31
islanders,vs.,Flyers,11/22/2017,7:00 PM,ET,29
islanders,vs.,Canucks,11/28/2017,7:00 PM,ET,36
islanders,vs.,Senators,12/1/2017,7:00 PM,ET,24
islanders,vs.,Capitals,12/11/2017,7:00 PM,ET,20
islanders,vs.,Stars,12/13/2017,7:00 PM,ET,29
islanders,vs.,Kings,12/16/2017,7:00 PM,ET,29
islanders,vs.,Red Wings,12/19/2017,7:00 PM,ET,30
islanders,vs.,Ducks,12/21/2017,7:00 PM,ET,20
islanders,vs.,Jets,12/23/2017,1:00 PM,ET,32
islanders,vs.,Sabres,12/27/2017,7:00 PM,ET,35
islanders,vs.,Bruins,1/2/2018,7:00 PM,ET,36
islanders,vs.,Penguins,1/5/2018,7:00 PM,ET,21
islanders,vs.,Devils,1/7/2018,1:00 PM,ET,30
islanders,vs.,Devils,1/16/2018,7:00 PM,ET,30
islanders,vs.,Bruins,1/18/2018,7:00 PM,ET,36
islanders,vs.,Panthers,1/30/2018,7:00 PM,ET,40
islanders,vs.,Blue Jackets,2/3/2018,7:00 PM,ET,36
islanders,vs.,Predators,2/5/2018,7:00 PM,ET,28
islanders,vs.,Red Wings,2/9/2018,7:00 PM,ET,30
islanders,vs.,Flames,2/11/2018,7:00 PM,ET,41
islanders,vs.,Blue Jackets,2/13/2018,7:00 PM,ET,36
islanders,vs.,Rangers,2/15/2018,7:00 PM,ET,25
islanders,vs.,Wild,2/19/2018,1:00 PM,ET,28
islanders,vs.,Canadiens,3/2/2018,7:00 PM,ET,25
islanders,vs.,Capitals,3/15/2018,7:00 PM,ET,20
islanders,vs.,Hurricanes,3/18/2018,5:00 PM,ET,31
islanders,vs.,Penguins,3/20/2018,7:00 PM,ET,21
islanders,vs.,Lightning,3/22/2018,7:00 PM,ET,24
islanders,vs.,Blackhawks,3/24/2018,7:00 PM,ET,35
islanders,vs.,Panthers,3/26/2018,7:00 PM,ET,40
islanders,vs.,Maple Leafs,3/30/2018,7:00 PM,ET,39
islanders,vs.,Flyers,4/3/2018,7:00 PM,ET,29
islanders,vs.,Rangers,4/5/2018,7:00 PM,ET,25
islanders,@,Jets,12/29/2017,7:00 PM,CT,32
islanders,@,Kings,10/15/2017,7:30 PM,PT,29
islanders,@,Lightning,11/18/2017,7:00 PM,ET,24
islanders,@,Lightning,12/5/2017,7:30 PM,ET,24
islanders,@,Maple Leafs,1/31/2018,7:30 PM,ET,39
islanders,@,Maple Leafs,2/22/2018,7:00 PM,ET,39
islanders,@,Oilers,3/8/2018,7:00 PM,MT,35
islanders,@,Panthers,12/4/2017,7:30 PM,ET,40
islanders,@,Penguins,12/7/2017,7:00 PM,ET,21
islanders,@,Penguins,3/3/2018,5:00 PM,ET,21
islanders,@,Predators,10/28/2017,7:00 PM,CT,28
islanders,@,Rangers,10/19/2017,7:00 PM,ET,25
islanders,@,Rangers,1/13/2018,1:00 PM,ET,25
islanders,@,Red Wings,4/7/2018,7:00 PM,ET,30
islanders,@,Sabres,2/8/2018,7:00 PM,ET,35
islanders,@,Senators,11/25/2017,7:00 PM,ET,24
islanders,@,Senators,3/27/2018,7:30 PM,ET,24
islanders,@,Sharks,10/14/2017,7:30 PM,PT,24
islanders,@,Stars,11/10/2017,7:30 PM,CT,29
islanders,@,Wild,10/26/2017,7:00 PM,CT,28
rangers,@,Avalanche,1/20/2018,1:00 PM,MT,50
rangers,@,Blackhawks,11/15/2017,7:00 PM,CT,65
rangers,@,Blue Jackets,10/13/2017,7:00 PM,ET,66
rangers,@,Blue Jackets,11/17/2017,7:00 PM,ET,66
rangers,@,Blues,3/17/2018,7:00 PM,CT,49
rangers,@,Bruins,12/16/2017,5:00 PM,ET,66
rangers,@,Canadiens,10/28/2017,7:00 PM,ET,55
rangers,@,Canadiens,2/22/2018,7:30 PM,ET,55
rangers,@,Canucks,2/28/2018,7:00 PM,PT,66
rangers,@,Capitals,12/8/2017,7:00 PM,ET,50
rangers,@,Capitals,3/28/2018,8:00 PM,ET,50
rangers,@,Coyotes,1/6/2018,6:00 PM,MT,64
rangers,@,Devils,12/21/2017,7:00 PM,ET,60
rangers,@,Devils,4/3/2018,7:00 PM,ET,60
rangers,@,Ducks,1/23/2018,7:00 PM,PT,50
rangers,@,Flames,3/2/2018,7:00 PM,MT,71
rangers,@,Flyers,3/22/2018,7:00 PM,ET,59
