mascot,vs,opponent,date,time,timezone,chanceToWin
rangers,@,Flyers,4/7/2018,3:00 PM,ET,59
rangers,@,Golden Knights,1/7/2018,6:30 PM,MT,75
rangers,@,Hurricanes,11/22/2017,7:00 PM,ET,61
rangers,@,Hurricanes,3/31/2018,7:00 PM,ET,61
rangers,@,Islanders,2/15/2018,7:00 PM,ET,70
rangers,@,Islanders,4/5/2018,7:00 PM,ET,70
rangers,@,Jets,2/11/2018,2:00 PM,CT,62
rangers,@,Kings,1/21/2018,7:30 PM,PT,59
rangers,@,Lightning,11/2/2017,7:30 PM,ET,54
rangers,@,Lightning,3/8/2018,7:30 PM,ET,54
rangers,@,Maple Leafs,10/7/2017,7:00 PM,ET,69
rangers,@,Oilers,3/3/2018,8:30 PM,MT,65
rangers,@,Panthers,11/4/2017,7:00 PM,ET,70
rangers,@,Panthers,3/10/2018,7:00 PM,ET,70
rangers,@,Penguins,12/5/2017,7:00 PM,ET,51
rangers,@,Penguins,1/14/2018,12:30 AM,ET,51
rangers,@,Predators,2/3/2018,7:00 PM,CT,58
rangers,vs.,Avalanche,10/5/2017,7:00 PM,ET,50
rangers,vs.,Canadiens,10/8/2017,7:00 PM,ET,55
rangers,vs.,Blues,10/10/2017,7:00 PM,ET,49
rangers,vs.,Devils,10/14/2017,7:00 PM,ET,60
rangers,vs.,Penguins,10/17/2017,7:00 PM,ET,51
rangers,vs.,Islanders,10/19/2017,7:00 PM,ET,70
rangers,vs.,Predators,10/21/2017,1:00 PM,ET,58
rangers,vs.,Sharks,10/23/2017,7:00 PM,ET,54
rangers,vs.,Coyotes,10/26/2017,7:00 PM,ET,64
rangers,vs.,Golden Knights,10/31/2017,7:00 PM,ET,75
rangers,vs.,Blue Jackets,11/6/2017,7:00 PM,ET,66
rangers,vs.,Bruins,11/8/2017,8:00 PM,ET,66
rangers,vs.,Oilers,11/11/2017,1:00 PM,ET,65
rangers,vs.,Senators,11/19/2017,7:00 PM,ET,54
rangers,vs.,Red Wings,11/24/2017,7:00 PM,ET,60
rangers,vs.,Canucks,11/26/2017,2:00 PM,ET,66
rangers,vs.,Panthers,11/28/2017,7:00 PM,ET,70
rangers,vs.,Hurricanes,12/1/2017,7:00 PM,ET,61
rangers,vs.,Devils,12/9/2017,7:00 PM,ET,60
rangers,vs.,Stars,12/11/2017,7:00 PM,ET,59
rangers,vs.,Kings,12/15/2017,7:00 PM,ET,59
rangers,vs.,Ducks,12/19/2017,7:00 PM,ET,50
rangers,vs.,Maple Leafs,12/23/2017,7:00 PM,ET,69
rangers,vs.,Capitals,12/27/2017,7:00 PM,ET,50
rangers,vs.,Blackhawks,1/3/2018,8:00 PM,ET,65
rangers,vs.,Islanders,1/13/2018,1:00 PM,ET,70
rangers,vs.,Flyers,1/16/2018,7:00 PM,ET,59
rangers,vs.,Sabres,1/18/2018,7:00 PM,ET,65
rangers,vs.,Maple Leafs,2/1/2018,7:00 PM,ET,69
rangers,vs.,Bruins,2/7/2018,8:00 PM,ET,66
rangers,vs.,Flames,2/9/2018,7:00 PM,ET,71
rangers,vs.,Flyers,2/18/2018,1:00 PM,ET,59
rangers,vs.,Wild,2/23/2018,7:00 PM,ET,58
rangers,vs.,Red Wings,2/25/2018,7:00 PM,ET,60
rangers,vs.,Jets,3/6/2018,7:00 PM,ET,62
rangers,vs.,Hurricanes,3/12/2018,7:00 PM,ET,61
rangers,vs.,Penguins,3/14/2018,8:00 PM,ET,51
rangers,vs.,Blue Jackets,3/20/2018,7:00 PM,ET,66
rangers,vs.,Sabres,3/24/2018,7:00 PM,ET,65
rangers,vs.,Capitals,3/26/2018,7:00 PM,ET,50
rangers,vs.,Lightning,3/30/2018,7:00 PM,ET,54
rangers,@,Red Wings,12/29/2017,7:30 PM,ET,60
rangers,@,Sabres,1/1/2018,1:00 PM,ET,65
rangers,@,Senators,12/13/2017,7:00 PM,ET,54
rangers,@,Senators,2/17/2018,2:00 PM,ET,54
rangers,@,Sharks,1/25/2018,7:30 PM,PT,54
rangers,@,Stars,2/5/2018,7:30 PM,CT,59
rangers,@,Wild,2/13/2018,7:00 PM,CT,58
senators,@,Avalanche,11/10/2017,8:00 PM,MT,52
senators,@,Blackhawks,2/21/2018,7:00 PM,CT,67
senators,@,Blue Jackets,11/24/2017,7:00 PM,ET,68
senators,@,Blue Jackets,3/17/2018,7:00 PM,ET,68
senators,@,Blues,1/23/2018,7:00 PM,CT,51
senators,@,Bruins,12/27/2017,7:00 PM,ET,68
senators,@,Bruins,4/7/2018,7:00 PM,ET,68
senators,@,Canadiens,11/29/2017,7:30 PM,ET,57
senators,@,Canadiens,2/4/2018,1:00 PM,ET,57
senators,@,Canucks,10/10/2017,7:00 PM,PT,68
senators,@,Capitals,11/22/2017,7:00 PM,ET,52
senators,@,Capitals,2/27/2018,7:00 PM,ET,52
senators,@,Coyotes,3/3/2018,6:00 PM,MT,66
senators,@,Devils,10/27/2017,7:00 PM,ET,62
senators,@,Ducks,12/6/2017,7:00 PM,PT,52
senators,@,Flames,10/13/2017,7:00 PM,MT,73
senators,@,Flyers,2/3/2018,1:00 PM,ET,61
senators,@,Golden Knights,3/2/2018,7:00 PM,MT,77
senators,@,Hurricanes,1/30/2018,7:00 PM,ET,63
senators,@,Hurricanes,3/26/2018,7:00 PM,ET,63
senators,@,Islanders,12/1/2017,7:00 PM,ET,72
senators,@,Jets,12/3/2017,6:00 PM,CT,64
senators,@,Kings,12/7/2017,7:30 PM,PT,61
senators,@,Lightning,12/21/2017,7:30 PM,ET,56
senators,@,Lightning,3/13/2018,7:30 PM,ET,56
senators,@,Maple Leafs,1/10/2018,7:30 PM,ET,71
senators,@,Maple Leafs,2/10/2018,7:00 PM,ET,71
senators,@,Oilers,10/14/2017,8:00 PM,MT,67
senators,@,Panthers,12/23/2017,7:00 PM,ET,72
senators,@,Panthers,3/12/2018,7:30 PM,ET,72
senators,@,Penguins,2/13/2018,7:00 PM,ET,53
senators,@,Penguins,4/6/2018,7:00 PM,ET,53
senators,@,Predators,2/19/2018,7:00 PM,CT,60
senators,@,Rangers,11/19/2017,7:00 PM,ET,57
senators,@,Red Wings,1/3/2018,7:30 PM,ET,62
senators,@,Red Wings,3/31/2018,2:00 PM,ET,62
senators,@,Sabres,12/12/2017,7:00 PM,ET,67
senators,@,Sabres,4/4/2018,7:30 PM,ET,67
senators,vs.,Capitals,10/5/2017,7:30 PM,ET,52
senators,vs.,Red Wings,10/7/2017,7:00 PM,ET,62
senators,vs.,Canucks,10/17/2017,7:30 PM,ET,68
senators,vs.,Devils,10/19/2017,7:30 PM,ET,62
senators,vs.,Maple Leafs,10/21/2017,7:00 PM,ET,71
senators,vs.,Kings,10/24/2017,7:30 PM,ET,61
senators,vs.,Flyers,10/26/2017,7:30 PM,ET,61
senators,vs.,Canadiens,10/30/2017,7:30 PM,ET,57
senators,vs.,Red Wings,11/2/2017,7:30 PM,ET,62
senators,vs.,Golden Knights,11/4/2017,2:00 PM,ET,77
senators,vs.,Avalanche,11/11/2017,7:00 PM,ET,52
senators,vs.,Penguins,11/16/2017,7:30 PM,ET,53
senators,vs.,Coyotes,11/18/2017,2:00 PM,ET,66
senators,vs.,Islanders,11/25/2017,7:00 PM,ET,72
senators,vs.,Rangers,12/13/2017,7:00 PM,ET,57
senators,vs.,Canadiens,12/16/2017,7:00 PM,ET,57
senators,vs.,Wild,12/19/2017,7:30 PM,ET,60
senators,vs.,Blue Jackets,12/29/2017,7:30 PM,ET,68
senators,vs.,Bruins,12/30/2017,7:00 PM,ET,68
senators,vs.,Sharks,1/5/2018,7:30 PM,ET,56
senators,vs.,Lightning,1/6/2018,7:00 PM,ET,56
senators,vs.,Blackhawks,1/9/2018,7:30 PM,ET,67
senators,vs.,Blues,1/18/2018,7:30 PM,ET,51
senators,vs.,Maple Leafs,1/20/2018,7:00 PM,ET,71
senators,vs.,Bruins,1/25/2018,7:30 PM,ET,68
senators,vs.,Ducks,2/1/2018,7:30 PM,ET,52
senators,vs.,Devils,2/6/2018,7:30 PM,ET,62
senators,vs.,Predators,2/8/2018,7:30 PM,ET,60
senators,vs.,Sabres,2/15/2018,7:30 PM,ET,67
senators,vs.,Rangers,2/17/2018,2:00 PM,ET,57
senators,vs.,Lightning,2/22/2018,7:30 PM,ET,56
senators,vs.,Flyers,2/24/2018,2:00 PM,ET,61
senators,vs.,Sabres,3/8/2018,7:30 PM,ET,67
senators,vs.,Flames,3/9/2018,7:30 PM,ET,73
senators,vs.,Stars,3/16/2018,7:30 PM,ET,61
senators,vs.,Panthers,3/20/2018,7:30 PM,ET,72
senators,vs.,Oilers,3/22/2018,7:30 PM,ET,67
senators,vs.,Hurricanes,3/24/2018,7:00 PM,ET,63
senators,vs.,Islanders,3/27/2018,7:30 PM,ET,72
senators,vs.,Panthers,3/29/2018,7:30 PM,ET,72
senators,vs.,Jets,4/2/2018,7:30 PM,ET,64
senators,@,Sharks,12/9/2017,7:00 PM,PT,56
senators,@,Stars,3/5/2018,7:30 PM,CT,61
senators,@,Wild,1/22/2018,7:00 PM,CT,60
flyers,@,Avalanche,3/28/2018,8:00 PM,MT,42
flyers,@,Blackhawks,11/1/2017,7:00 PM,CT,57
flyers,@,Blue Jackets,12/23/2017,7:00 PM,ET,58
flyers,@,Blue Jackets,2/16/2018,7:00 PM,ET,58
flyers,@,Blues,11/2/2017,7:00 PM,CT,41
flyers,@,Bruins,3/8/2018,7:00 PM,ET,58
flyers,@,Canadiens,2/26/2018,7:30 PM,ET,47
flyers,@,Canucks,12/7/2017,7:00 PM,PT,58
flyers,@,Capitals,1/21/2018,12:30 AM,ET,42
flyers,@,Capitals,1/31/2018,8:00 PM,ET,42
flyers,@,Coyotes,2/10/2018,6:00 PM,MT,56
flyers,@,Devils,1/13/2018,7:00 PM,ET,52
flyers,@,Devils,2/1/2018,7:00 PM,ET,52
flyers,@,Ducks,10/7/2017,7:00 PM,PT,42
flyers,@,Flames,12/4/2017,7:00 PM,MT,63
flyers,vs.,Capitals,10/14/2017,7:00 PM,ET,42
flyers,vs.,Panthers,10/17/2017,7:00 PM,ET,62
flyers,vs.,Predators,10/19/2017,7:00 PM,ET,50
flyers,vs.,Oilers,10/21/2017,1:00 PM,ET,57
flyers,vs.,Ducks,10/24/2017,7:00 PM,ET,42
flyers,vs.,Coyotes,10/30/2017,7:00 PM,ET,56
flyers,vs.,Avalanche,11/4/2017,7:00 PM,ET,42
flyers,vs.,Blackhawks,11/9/2017,7:00 PM,ET,57
flyers,vs.,Wild,11/11/2017,7:00 PM,ET,50
flyers,vs.,Flames,11/18/2017,1:00 PM,ET,63
flyers,vs.,Canucks,11/21/2017,7:00 PM,ET,58
flyers,vs.,Islanders,11/24/2017,4:00 PM,ET,62
flyers,vs.,Sharks,11/28/2017,7:00 PM,ET,46
flyers,vs.,Bruins,12/2/2017,1:00 PM,ET,58
flyers,vs.,Maple Leafs,12/12/2017,7:00 PM,ET,61
flyers,vs.,Sabres,12/14/2017,7:00 PM,ET,57
flyers,vs.,Stars,12/16/2017,7:00 PM,ET,51
flyers,vs.,Kings,12/18/2017,7:00 PM,ET,51
flyers,vs.,Red Wings,12/20/2017,8:00 PM,ET,52
flyers,vs.,Penguins,1/2/2018,7:00 PM,ET,43
flyers,vs.,Islanders,1/4/2018,7:00 PM,ET,62
flyers,vs.,Blues,1/6/2018,1:00 PM,ET,41
flyers,vs.,Sabres,1/7/2018,1:00 PM,ET,57
flyers,vs.,Maple Leafs,1/18/2018,7:00 PM,ET,61
flyers,vs.,Devils,1/20/2018,1:00 PM,ET,52
flyers,vs.,Lightning,1/25/2018,7:00 PM,ET,46
flyers,vs.,Senators,2/3/2018,1:00 PM,ET,46
flyers,vs.,Canadiens,2/8/2018,7:00 PM,ET,47
flyers,vs.,Devils,2/13/2018,7:00 PM,ET,52
flyers,vs.,Canadiens,2/20/2018,7:00 PM,ET,47
flyers,vs.,Blue Jackets,2/22/2018,7:00 PM,ET,58
flyers,vs.,Hurricanes,3/1/2018,7:00 PM,ET,53
flyers,vs.,Penguins,3/7/2018,8:00 PM,ET,43
flyers,vs.,Jets,3/10/2018,1:00 PM,ET,54
flyers,vs.,Golden Knights,3/12/2018,7:00 PM,ET,67
flyers,vs.,Blue Jackets,3/15/2018,7:00 PM,ET,58
flyers,vs.,Capitals,3/18/2018,5:00 PM,ET,42
flyers,vs.,Rangers,3/22/2018,7:00 PM,ET,47
flyers,vs.,Bruins,4/1/2018,12:30 AM,ET,58
flyers,vs.,Hurricanes,4/5/2018,7:00 PM,ET,53
flyers,vs.,Rangers,4/7/2018,3:00 PM,ET,47
flyers,@,Golden Knights,2/11/2018,5:00 PM,MT,67
flyers,@,Hurricanes,2/6/2018,7:00 PM,ET,53
flyers,@,Hurricanes,3/17/2018,7:00 PM,ET,53
flyers,@,Islanders,11/22/2017,7:00 PM,ET,62
flyers,@,Islanders,4/3/2018,7:00 PM,ET,62
flyers,@,Jets,11/16/2017,7:00 PM,CT,54
flyers,@,Kings,10/5/2017,7:30 PM,PT,51
flyers,@,Lightning,12/29/2017,7:30 PM,ET,46
flyers,@,Lightning,3/3/2018,1:00 PM,ET,46
flyers,@,Maple Leafs,10/28/2017,7:00 PM,ET,61
flyers,@,Oilers,12/6/2017,7:30 PM,MT,57
flyers,@,Panthers,12/28/2017,7:30 PM,ET,62
flyers,@,Panthers,3/4/2018,3:00 PM,ET,62
flyers,@,Penguins,11/27/2017,7:00 PM,ET,43
flyers,@,Penguins,3/25/2018,12:30 AM,ET,43
flyers,@,Predators,10/10/2017,7:00 PM,CT,50
flyers,@,Rangers,1/16/2018,7:00 PM,ET,47
flyers,@,Rangers,2/18/2018,1:00 PM,ET,47
flyers,@,Red Wings,1/23/2018,7:30 PM,ET,52
flyers,@,Red Wings,3/20/2018,7:30 PM,ET,52
flyers,@,Sabres,12/22/2017,7:00 PM,ET,57
flyers,@,Senators,10/26/2017,7:30 PM,ET,46
flyers,@,Senators,2/24/2018,2:00 PM,ET,46
flyers,@,Sharks,10/4/2017,7:30 PM,PT,46
flyers,@,Stars,3/27/2018,7:30 PM,CT,51
flyers,@,Wild,11/14/2017,7:00 PM,CT,50
penguins,@,Avalanche,12/18/2017,7:00 PM,MT,58
penguins,@,Blackhawks,10/5/2017,7:30 PM,CT,73
penguins,@,Blue Jackets,2/18/2018,6:00 PM,ET,74
penguins,@,Blue Jackets,4/5/2018,7:00 PM,ET,74
penguins,@,Blues,2/11/2018,2:00 PM,CT,57
penguins,@,Bruins,11/24/2017,1:00 PM,ET,74
penguins,@,Bruins,3/1/2018,7:00 PM,ET,74
penguins,@,Canadiens,3/15/2018,7:30 PM,ET,63
penguins,@,Canucks,11/4/2017,7:00 PM,PT,74
penguins,@,Capitals,10/11/2017,7:30 PM,ET,58
penguins,@,Capitals,11/10/2017,7:00 PM,ET,58
penguins,@,Coyotes,12/16/2017,6:00 PM,MT,72
penguins,@,Devils,2/3/2018,7:00 PM,ET,68
penguins,@,Devils,3/29/2018,7:00 PM,ET,68
penguins,@,Ducks,1/17/2018,7:00 PM,PT,58
penguins,@,Flames,11/2/2017,7:00 PM,MT,79
penguins,@,Flyers,1/2/2018,7:00 PM,ET,67
penguins,@,Flyers,3/7/2018,8:00 PM,ET,67
penguins,@,Golden Knights,12/14/2017,7:00 PM,MT,83
penguins,@,Hurricanes,12/29/2017,7:30 PM,ET,69
penguins,@,Hurricanes,2/23/2018,7:30 PM,ET,69
penguins,@,Islanders,1/5/2018,7:00 PM,ET,78
penguins,@,Islanders,3/20/2018,7:00 PM,ET,78
penguins,@,Jets,10/29/2017,6:00 PM,CT,70
penguins,@,Kings,1/18/2018,7:30 PM,PT,67
penguins,@,Lightning,10/12/2017,7:30 PM,ET,62
penguins,@,Lightning,10/21/2017,7:00 PM,ET,62
penguins,@,Maple Leafs,3/10/2018,7:00 PM,ET,77
penguins,@,Oilers,11/1/2017,6:30 PM,MT,73
penguins,@,Panthers,10/20/2017,7:30 PM,ET,78
penguins,@,Panthers,2/24/2018,7:00 PM,ET,78
penguins,vs.,Blues,10/4/2017,8:00 PM,ET,57
penguins,vs.,Predators,10/7/2017,7:00 PM,ET,66
penguins,vs.,Panthers,10/14/2017,7:00 PM,ET,78
penguins,vs.,Oilers,10/24/2017,7:00 PM,ET,73
penguins,vs.,Jets,10/26/2017,7:00 PM,ET,70
penguins,vs.,Coyotes,11/7/2017,7:00 PM,ET,72
penguins,vs.,Sabres,11/14/2017,7:00 PM,ET,73
penguins,vs.,Blackhawks,11/18/2017,7:00 PM,ET,73
penguins,vs.,Canucks,11/22/2017,7:00 PM,ET,74
penguins,vs.,Lightning,11/25/2017,7:00 PM,ET,62
penguins,vs.,Flyers,11/27/2017,7:00 PM,ET,67
penguins,vs.,Sabres,12/2/2017,7:00 PM,ET,73
penguins,vs.,Rangers,12/5/2017,7:00 PM,ET,63
penguins,vs.,Islanders,12/7/2017,7:00 PM,ET,78
penguins,vs.,Maple Leafs,12/9/2017,7:00 PM,ET,77
penguins,vs.,Avalanche,12/11/2017,7:00 PM,ET,58
penguins,vs.,Blue Jackets,12/21/2017,7:00 PM,ET,74
penguins,vs.,Ducks,12/23/2017,7:00 PM,ET,58
penguins,vs.,Blue Jackets,12/27/2017,7:00 PM,ET,74
penguins,vs.,Hurricanes,1/4/2018,7:00 PM,ET,69
penguins,vs.,Bruins,1/7/2018,7:30 PM,ET,74
penguins,vs.,Red Wings,1/13/2018,1:00 PM,ET,68
penguins,vs.,Rangers,1/14/2018,12:30 AM,ET,63
penguins,vs.,Hurricanes,1/23/2018,7:00 PM,ET,69
penguins,vs.,Wild,1/25/2018,7:00 PM,ET,66
penguins,vs.,Sharks,1/30/2018,7:00 PM,ET,62
penguins,vs.,Capitals,2/2/2018,7:00 PM,ET,58
penguins,vs.,Golden Knights,2/6/2018,7:00 PM,ET,83
penguins,vs.,Senators,2/13/2018,7:00 PM,ET,62
penguins,vs.,Kings,2/15/2018,7:00 PM,ET,67
penguins,vs.,Maple Leafs,2/17/2018,7:00 PM,ET,77
penguins,vs.,Devils,2/27/2018,7:00 PM,ET,68
penguins,vs.,Islanders,3/3/2018,5:00 PM,ET,78
penguins,vs.,Flames,3/5/2018,7:00 PM,ET,79
penguins,vs.,Stars,3/11/2018,7:30 PM,ET,67
penguins,vs.,Canadiens,3/21/2018,7:00 PM,ET,63
penguins,vs.,Devils,3/23/2018,7:00 PM,ET,68
penguins,vs.,Flyers,3/25/2018,12:30 AM,ET,67
penguins,vs.,Canadiens,3/31/2018,7:00 PM,ET,63
penguins,vs.,Capitals,4/1/2018,7:30 PM,ET,58
penguins,vs.,Senators,4/6/2018,7:00 PM,ET,62
penguins,@,Predators,11/11/2017,7:00 PM,CT,66
penguins,@,Rangers,10/17/2017,7:00 PM,ET,63
penguins,@,Rangers,3/14/2018,8:00 PM,ET,63
penguins,@,Red Wings,12/31/2017,7:00 PM,ET,68
penguins,@,Red Wings,3/27/2018,7:30 PM,ET,68
penguins,@,Sabres,12/1/2017,7:00 PM,ET,73
penguins,@,Senators,11/16/2017,7:30 PM,ET,62
penguins,@,Sharks,1/20/2018,5:00 PM,PT,62
penguins,@,Stars,2/9/2018,7:30 PM,CT,67
penguins,@,Wild,10/28/2017,7:00 PM,CT,66
sharks,@,Avalanche,1/18/2018,7:00 PM,MT,52
sharks,@,Avalanche,2/6/2018,7:00 PM,MT,52
sharks,@,Blackhawks,2/23/2018,7:30 PM,CT,67
sharks,@,Blackhawks,3/26/2018,7:30 PM,CT,67
sharks,@,Blue Jackets,2/2/2018,7:00 PM,ET,68
sharks,@,Blues,2/20/2018,7:00 PM,CT,51
sharks,@,Blues,3/27/2018,7:00 PM,CT,51
sharks,@,Bruins,10/26/2017,7:00 PM,ET,68
sharks,@,Canadiens,1/2/2018,7:30 PM,ET,57
sharks,@,Canucks,12/15/2017,7:00 PM,PT,68
sharks,@,Canucks,3/17/2018,7:00 PM,PT,68
sharks,@,Capitals,12/4/2017,7:00 PM,ET,52
sharks,@,Coyotes,11/22/2017,7:00 PM,MT,66
sharks,@,Coyotes,1/16/2018,7:00 PM,MT,66
sharks,@,Devils,10/20/2017,7:00 PM,ET,62
sharks,@,Ducks,1/21/2018,6:00 PM,PT,52
sharks,@,Ducks,2/11/2018,5:00 PM,PT,52
sharks,@,Flames,12/14/2017,7:00 PM,MT,73
sharks,@,Flames,3/16/2018,7:00 PM,MT,73
sharks,@,Flyers,11/28/2017,7:00 PM,ET,61
sharks,@,Golden Knights,11/24/2017,7:00 PM,MT,77
sharks,@,Golden Knights,3/31/2018,7:30 PM,MT,77
sharks,@,Hurricanes,2/4/2018,1:00 PM,ET,63
sharks,@,Islanders,10/21/2017,7:00 PM,ET,72
sharks,@,Jets,1/7/2018,2:00 PM,CT,64
sharks,@,Kings,11/12/2017,7:30 PM,PT,61
sharks,@,Kings,1/15/2018,1:00 PM,PT,61
sharks,@,Lightning,12/2/2017,7:00 PM,ET,56
sharks,@,Maple Leafs,1/4/2018,7:00 PM,ET,71
sharks,@,Oilers,12/18/2017,7:00 PM,MT,67
sharks,@,Oilers,3/14/2018,7:30 PM,MT,67
sharks,@,Panthers,12/1/2017,7:30 PM,ET,72
sharks,@,Penguins,1/30/2018,7:00 PM,ET,53
sharks,@,Predators,2/22/2018,7:00 PM,CT,60
sharks,@,Predators,3/29/2018,7:00 PM,CT,60
sharks,@,Rangers,10/23/2017,7:00 PM,ET,57
sharks,@,Red Wings,1/31/2018,8:00 PM,ET,62
sharks,@,Sabres,10/28/2017,1:00 PM,ET,67
sharks,@,Senators,1/5/2018,7:30 PM,ET,56
sharks,vs.,Flyers,10/4/2017,7:30 PM,PT,61
sharks,vs.,Kings,10/7/2017,7:30 PM,PT,61
sharks,vs.,Sabres,10/12/2017,7:30 PM,PT,67
sharks,vs.,Islanders,10/14/2017,7:30 PM,PT,72
sharks,vs.,Canadiens,10/17/2017,7:30 PM,PT,57
sharks,vs.,Maple Leafs,10/30/2017,7:30 PM,PT,71
sharks,vs.,Predators,11/1/2017,7:30 PM,PT,60
sharks,vs.,Ducks,11/4/2017,7:30 PM,PT,52
sharks,vs.,Lightning,11/8/2017,7:30 PM,PT,56
sharks,vs.,Canucks,11/11/2017,7:00 PM,PT,68
sharks,vs.,Panthers,11/16/2017,7:30 PM,PT,72
sharks,vs.,Bruins,11/18/2017,7:30 PM,PT,68
sharks,vs.,Ducks,11/20/2017,7:30 PM,PT,52
sharks,vs.,Jets,11/25/2017,7:00 PM,PT,64
sharks,vs.,Hurricanes,12/7/2017,7:30 PM,PT,63
sharks,vs.,Senators,12/9/2017,7:00 PM,PT,56
sharks,vs.,Wild,12/10/2017,6:00 PM,PT,60
sharks,vs.,Canucks,12/21/2017,7:30 PM,PT,68
sharks,vs.,Kings,12/23/2017,7:00 PM,PT,61
sharks,vs.,Flames,12/28/2017,7:30 PM,PT,73
sharks,vs.,Coyotes,1/13/2018,7:30 PM,PT,66
sharks,vs.,Penguins,1/20/2018,5:00 PM,PT,53
sharks,vs.,Jets,1/23/2018,7:30 PM,PT,64
sharks,vs.,Rangers,1/25/2018,7:30 PM,PT,57
sharks,vs.,Golden Knights,2/8/2018,7:30 PM,PT,77
sharks,vs.,Oilers,2/10/2018,7:00 PM,PT,67
sharks,vs.,Coyotes,2/13/2018,7:30 PM,PT,66
sharks,vs.,Canucks,2/15/2018,7:30 PM,PT,68
sharks,vs.,Stars,2/18/2018,5:00 PM,PT,61
sharks,vs.,Oilers,2/27/2018,7:30 PM,PT,67
sharks,vs.,Blackhawks,3/1/2018,7:30 PM,PT,67
sharks,vs.,Blue Jackets,3/4/2018,6:00 PM,PT,68
sharks,vs.,Blues,3/8/2018,7:30 PM,PT,51
sharks,vs.,Capitals,3/10/2018,1:00 PM,PT,52
sharks,vs.,Red Wings,3/12/2018,7:30 PM,PT,62
sharks,vs.,Devils,3/20/2018,7:30 PM,PT,62
sharks,vs.,Golden Knights,3/22/2018,7:30 PM,PT,77
sharks,vs.,Flames,3/24/2018,1:00 PM,PT,73
sharks,vs.,Stars,4/3/2018,7:30 PM,PT,61
sharks,vs.,Avalanche,4/5/2018,7:30 PM,PT,52
sharks,vs.,Wild,4/7/2018,7:30 PM,PT,60
sharks,@,Stars,12/31/2017,7:00 PM,CT,61
sharks,@,Wild,2/25/2018,7:00 PM,CT,60
blues,@,Avalanche,10/19/2017,7:00 PM,MT,62
blues,@,Avalanche,4/7/2018,7:00 PM,MT,62
blues,@,Blackhawks,3/18/2018,6:30 PM,CT,77
blues,@,Blackhawks,4/6/2018,7:30 PM,CT,77
blues,@,Blue Jackets,3/24/2018,7:00 PM,ET,78
blues,vs.,Stars,10/7/2017,7:00 PM,CT,71
blues,vs.,Blackhawks,10/18/2017,7:00 PM,CT,77
blues,vs.,Flames,10/25/2017,7:00 PM,CT,83
blues,vs.,Blue Jackets,10/28/2017,7:00 PM,CT,78
blues,vs.,Kings,10/30/2017,7:00 PM,CT,71
blues,vs.,Flyers,11/2/2017,7:00 PM,CT,71
blues,vs.,Maple Leafs,11/4/2017,6:00 PM,CT,81
blues,vs.,Coyotes,11/9/2017,7:00 PM,CT,76
blues,vs.,Islanders,11/11/2017,7:00 PM,CT,82
blues,vs.,Oilers,11/21/2017,7:00 PM,CT,77
blues,vs.,Predators,11/24/2017,7:00 PM,CT,70
blues,vs.,Wild,11/25/2017,7:00 PM,CT,70
blues,vs.,Ducks,11/29/2017,8:00 PM,CT,62
blues,vs.,Kings,12/1/2017,7:00 PM,CT,71
blues,vs.,Stars,12/7/2017,7:00 PM,CT,71
blues,vs.,Sabres,12/10/2017,6:00 PM,CT,77
blues,vs.,Lightning,12/12/2017,7:00 PM,CT,66
blues,vs.,Ducks,12/14/2017,7:00 PM,CT,62
blues,vs.,Jets,12/16/2017,6:00 PM,CT,74
blues,vs.,Predators,12/27/2017,7:00 PM,CT,70
blues,vs.,Hurricanes,12/30/2017,7:00 PM,CT,73
blues,vs.,Devils,1/2/2018,7:00 PM,CT,72
blues,vs.,Golden Knights,1/4/2018,7:00 PM,CT,87
blues,vs.,Panthers,1/9/2018,7:00 PM,CT,82
blues,vs.,Coyotes,1/20/2018,7:00 PM,CT,76
blues,vs.,Senators,1/23/2018,7:00 PM,CT,66
blues,vs.,Avalanche,1/25/2018,7:00 PM,CT,62
blues,vs.,Canadiens,1/30/2018,7:00 PM,CT,67
blues,vs.,Wild,2/6/2018,7:00 PM,CT,70
blues,vs.,Avalanche,2/8/2018,7:00 PM,CT,62
blues,vs.,Penguins,2/11/2018,2:00 PM,CT,63
blues,vs.,Sharks,2/20/2018,7:00 PM,CT,66
blues,vs.,Jets,2/23/2018,7:00 PM,CT,74
blues,vs.,Red Wings,2/28/2018,7:00 PM,CT,72
blues,vs.,Avalanche,3/15/2018,7:00 PM,CT,62
blues,vs.,Rangers,3/17/2018,7:00 PM,CT,67
blues,vs.,Bruins,3/21/2018,7:00 PM,CT,78
blues,vs.,Canucks,3/23/2018,7:00 PM,CT,78
blues,vs.,Sharks,3/27/2018,7:00 PM,CT,66
blues,vs.,Capitals,4/2/2018,7:00 PM,CT,62
blues,vs.,Blackhawks,4/4/2018,7:00 PM,CT,77
blues,@,Bruins,2/1/2018,7:00 PM,ET,78
blues,@,Canadiens,12/5/2017,7:30 PM,ET,67
blues,@,Canucks,11/18/2017,7:00 PM,PT,78
blues,@,Canucks,12/23/2017,7:00 PM,PT,78
blues,@,Capitals,1/7/2018,3:00 PM,ET,62
blues,@,Coyotes,3/31/2018,6:00 PM,MT,76
blues,@,Devils,11/7/2017,7:00 PM,ET,72
blues,@,Ducks,3/12/2018,7:00 PM,PT,62
blues,@,Flames,11/13/2017,7:00 PM,MT,83
blues,@,Flames,12/20/2017,7:30 PM,MT,83
